"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
588,"France","Male",40,5,0,2,"No","No",100727.68,"No"
729,"Germany","Male",26,4,97268.1,2,"Si","No",39356.38,"No"
602,"France","Female",42,10,0,2,"No","No",169921.11,"Si"
689,"Germany","Female",55,1,76296.81,1,"Si","No",42364.75,"Si"
486,"Spain","Male",27,7,0,2,"Si","No",28823.04,"No"
809,"Germany","Female",42,6,64497.94,3,"No","Si",182436.81,"Si"
562,"France","Male",38,5,0,1,"Si","No",115700.2,"No"
763,"Spain","Female",32,8,0,2,"Si","No",16725.53,"No"
669,"France","Male",57,5,0,2,"Si","Si",56875.76,"No"
709,"France","Male",39,8,0,2,"Si","No",56214.09,"No"
554,"Spain","Female",45,4,0,2,"Si","Si",193412.05,"No"
699,"France","Male",37,10,0,2,"No","No",83263.04,"No"
732,"Spain","Male",54,0,134249.7,1,"No","Si",13404.4,"No"
625,"France","Female",45,3,0,1,"Si","Si",184474.15,"Si"
599,"France","Male",30,9,105443.68,1,"Si","Si",121124.53,"No"
584,"Spain","Female",50,1,0,1,"No","Si",152567.75,"Si"
499,"France","Male",35,10,0,2,"Si","No",10722.54,"No"
526,"Spain","Male",38,2,0,2,"No","No",58010.98,"No"
625,"Germany","Female",35,5,86147.46,2,"Si","No",163440.8,"Si"
537,"Spain","Female",38,1,96939.06,1,"Si","Si",102606.92,"No"
696,"Spain","Male",47,1,106758.6,1,"Si","Si",80591.18,"No"
679,"France","Female",33,9,112528.65,2,"Si","No",177362.45,"No"
684,"France","Male",60,2,116563.58,1,"Si","No",120257.7,"Si"
850,"France","Male",32,4,0,1,"Si","Si",180622.02,"No"
738,"Germany","Male",37,7,140950.92,2,"Si","No",195333.98,"No"
656,"France","Female",45,7,145933.27,1,"Si","Si",199392.14,"No"
473,"Germany","Female",35,7,131504.73,1,"Si","No",189560.43,"No"
742,"Germany","Female",44,8,107926.02,1,"No","Si",17375.27,"Si"
834,"Germany","Female",57,8,112281.6,3,"Si","No",140225.14,"Si"
721,"France","Male",41,7,0,2,"No","Si",61018.85,"No"
590,"Spain","Male",29,10,0,1,"Si","Si",51907.72,"Si"
516,"Spain","Female",31,7,0,1,"Si","No",47018.75,"No"
850,"France","Male",33,0,124781.67,1,"No","Si",33700.52,"No"
748,"France","Female",39,9,132865.56,1,"Si","Si",59636.43,"Si"
798,"Germany","Female",38,4,129055.13,1,"Si","No",157147.59,"No"
612,"Germany","Male",76,6,96166.88,1,"Si","Si",191393.26,"No"
540,"France","Female",40,3,165298.12,1,"No","Si",199862.75,"No"
719,"Spain","Female",33,7,0,2,"Si","No",20016.59,"No"
598,"France","Male",48,6,120682.53,1,"Si","No",30635.52,"Si"
796,"Spain","Male",32,5,102773.15,2,"No","Si",117832.88,"No"
579,"Germany","Male",42,0,144386.32,1,"Si","Si",22497.1,"Si"
850,"Germany","Female",40,7,104449.8,1,"Si","Si",747.88,"No"
599,"Spain","Male",35,6,137102.65,1,"No","No",76870.81,"No"
724,"France","Female",30,9,142475.87,1,"Si","Si",107848.24,"No"
508,"France","Female",43,9,0,1,"Si","No",103726.71,"No"
773,"Spain","Male",37,2,103195.2,2,"Si","No",178268.36,"No"
526,"France","Male",28,1,112070.44,1,"No","Si",126281.83,"No"
542,"France","Female",29,7,0,2,"No","Si",196651.72,"No"
470,"France","Male",35,1,96473.59,1,"No","No",5962.3,"No"
805,"Spain","Male",37,5,0,2,"Si","No",21928.81,"No"
548,"Germany","Male",49,9,108437.89,1,"No","No",127022.87,"Si"
672,"France","Male",37,5,153195.59,1,"Si","Si",162763.01,"No"
773,"France","Male",45,8,96877.21,1,"Si","Si",113950.51,"No"
614,"France","Male",44,6,0,2,"No","Si",104930.46,"No"
537,"France","Female",38,10,0,1,"No","No",52337.97,"Si"
704,"France","Female",40,6,95452.89,1,"No","Si",179964.55,"No"
586,"Spain","Male",41,3,63873.56,1,"Si","No",83753.64,"No"
677,"France","Female",24,0,148298.59,2,"No","No",182913.95,"No"
558,"Spain","Female",31,7,0,2,"Si","No",166720.28,"No"
634,"Germany","Female",37,7,143258.85,2,"Si","No",192721.98,"No"
655,"Germany","Male",37,9,121342.24,1,"Si","Si",180241.44,"No"
619,"Germany","Female",28,6,99152.73,2,"Si","No",48475.12,"No"
662,"France","Female",41,4,0,2,"Si","No",126551.48,"No"
705,"Spain","Male",33,7,68423.89,1,"Si","Si",64872.55,"No"
527,"Spain","Female",35,8,0,1,"Si","No",98031.53,"Si"
630,"Germany","Female",25,7,79656.81,1,"Si","No",93524.22,"No"
850,"France","Male",35,2,0,2,"Si","Si",56991.66,"No"
668,"France","Female",53,10,110240.04,1,"No","No",183980.56,"Si"
573,"France","Female",32,9,125321.84,2,"Si","Si",130234.63,"No"
680,"France","Male",27,3,0,1,"Si","No",32454.26,"No"
758,"France","Female",32,2,84378.9,1,"Si","Si",75396.43,"No"
597,"France","Male",45,7,0,2,"No","No",167756.45,"No"
580,"Germany","Male",35,10,136281.41,2,"Si","Si",24799.47,"No"
622,"France","Male",59,5,119380.37,1,"Si","Si",60429.43,"No"
638,"Germany","Male",62,4,108716.59,2,"Si","Si",74241.09,"No"
640,"France","Female",20,4,0,2,"No","Si",78310.82,"No"
644,"Spain","Male",28,0,0,2,"Si","No",119419.37,"No"
753,"France","Female",31,6,106596.29,1,"No","No",91305.77,"No"
629,"France","Female",37,10,99546.25,3,"No","Si",25136.95,"Si"
775,"France","Female",30,5,0,1,"Si","No",193880.6,"Si"
701,"France","Female",41,2,0,1,"Si","No",47856.78,"No"
708,"Spain","Male",19,7,112615.86,1,"Si","Si",4491.77,"No"
521,"Spain","Female",22,10,0,1,"Si","Si",101311.95,"No"
636,"France","Female",24,9,0,2,"No","Si",38830.72,"No"
529,"France","Female",31,5,0,2,"Si","No",26817.23,"No"
757,"France","Male",28,3,75381.15,1,"Si","Si",199727.72,"No"
767,"Spain","Female",24,5,0,2,"Si","Si",67445.85,"No"
525,"Spain","Male",33,5,0,2,"Si","No",161002.29,"No"
759,"Spain","Male",38,1,0,2,"Si","No",20778.39,"No"
520,"Germany","Female",45,1,123086.39,1,"Si","Si",41042.4,"Si"
738,"France","Female",26,3,0,2,"Si","No",67484.16,"No"
548,"Spain","Male",37,4,0,1,"Si","No",121763.68,"No"
535,"Spain","Male",48,9,109472.47,1,"Si","No",157358.43,"Si"
615,"Spain","Male",59,4,155766.05,1,"Si","Si",110275.17,"No"
850,"Germany","Male",38,7,101985.81,2,"No","No",43801.27,"No"
487,"France","Female",34,2,96019.5,1,"No","No",9085,"No"
731,"France","Male",30,7,0,2,"No","Si",143086.09,"No"
726,"Spain","Female",35,9,0,2,"No","Si",100556.98,"No"
609,"France","Female",35,2,147900.43,1,"Si","No",140000.29,"No"
714,"France","Male",52,4,100755.66,1,"Si","Si",186775.25,"No"
694,"Spain","Female",35,7,0,1,"Si","No",133570.43,"Si"
786,"France","Female",33,0,83036.05,1,"No","Si",154990.58,"Si"
698,"Spain","Male",27,6,125427.37,2,"No","No",27654.44,"No"
601,"France","Female",46,3,98202.76,1,"No","No",137763.93,"No"
769,"Spain","Male",41,1,72509.91,1,"Si","No",25723.73,"No"
850,"Germany","Male",44,3,140393.65,2,"No","Si",186285.52,"No"
646,"Spain","Female",50,5,142644.64,2,"Si","Si",142208.5,"Si"
659,"France","Female",44,9,23503.31,1,"No","Si",169862.01,"Si"
487,"Spain","Male",33,8,145729.71,1,"Si","No",41365.85,"No"
740,"Germany","Female",40,2,122295.17,2,"Si","Si",30812.84,"No"
686,"France","Male",39,4,0,2,"Si","No",155023.93,"No"
612,"Spain","Female",36,5,119799.27,2,"Si","No",159416.58,"No"
655,"Spain","Male",37,8,163708.58,2,"No","No",76259.23,"No"
617,"France","Male",34,1,61687.33,2,"Si","No",105965.25,"No"
674,"France","Female",27,4,79144.34,1,"No","Si",50743.83,"No"
711,"Spain","Male",32,5,0,2,"Si","Si",147720.27,"No"
624,"Germany","Female",27,7,104848.68,1,"Si","Si",167387.36,"No"
597,"Spain","Male",26,5,0,2,"No","Si",95159.13,"No"
682,"Spain","Male",46,4,0,1,"Si","Si",4654.28,"No"
775,"France","Male",45,8,0,1,"Si","No",130376.68,"No"
727,"France","Female",29,1,146652.01,1,"Si","Si",173486.39,"No"
629,"France","Male",31,6,0,2,"Si","No",93881.75,"No"
684,"France","Male",46,0,0,2,"Si","Si",36376.97,"No"
549,"Germany","Female",37,1,130622.34,2,"Si","Si",128499.94,"No"
593,"Germany","Male",69,2,187013.13,2,"No","Si",105898.69,"No"
536,"Spain","Male",40,9,0,2,"Si","Si",11959.03,"No"
707,"France","Female",36,6,0,1,"No","No",98810.78,"No"
592,"Spain","Male",41,0,0,2,"Si","No",65906.07,"No"
703,"France","Male",44,6,98862.54,1,"Si","No",151516.7,"No"
723,"Spain","Female",45,4,0,2,"Si","No",37214.39,"No"
452,"Germany","Male",52,1,98443.14,2,"No","No",92033.98,"No"
552,"Spain","Male",42,4,0,2,"No","No",195692.3,"No"
633,"France","Female",47,0,0,1,"Si","Si",6342.84,"Si"
479,"Germany","Female",23,9,123575.51,1,"No","Si",95148.28,"No"
768,"France","Male",25,6,0,2,"Si","Si",21215.67,"No"
742,"France","Male",31,4,105239.1,1,"Si","Si",19700.24,"No"
668,"Germany","Male",56,9,110993.79,1,"Si","No",134396.64,"Si"
707,"Spain","Male",44,3,0,2,"Si","Si",135077.01,"No"
754,"Spain","Male",39,7,157691.98,2,"Si","No",133600.89,"Si"
544,"Germany","Male",47,5,105245.21,1,"No","No",99922.08,"Si"
718,"Spain","Male",32,8,0,2,"Si","Si",41399.33,"No"
762,"France","Male",31,7,117687.35,1,"Si","Si",159344.43,"No"
772,"France","Male",23,2,0,2,"Si","No",18364.19,"No"
691,"Germany","Female",37,7,123067.63,1,"Si","Si",98162.44,"Si"
502,"France","Male",45,0,0,1,"No","No",84663.21,"No"
563,"France","Female",34,6,0,2,"No","No",36536.93,"No"
676,"France","Female",41,4,101457.14,1,"Si","Si",79101.67,"No"
576,"Spain","Male",52,2,100549.43,2,"Si","Si",16644.16,"No"
629,"Spain","Male",35,4,174588.8,2,"No","Si",158420.14,"No"
625,"Spain","Male",52,8,121161.57,1,"Si","No",48988.28,"No"
628,"France","Male",45,9,0,2,"Si","Si",96862.56,"No"
471,"Germany","Female",36,5,90063.74,2,"Si","Si",96366.7,"No"
811,"France","Female",45,5,0,2,"Si","Si",146123.19,"No"
504,"France","Male",42,3,134936.97,2,"No","No",135178.91,"No"
687,"France","Female",24,3,110495.27,1,"Si","No",158615.41,"No"
660,"Germany","Female",37,2,133200.09,1,"No","No",71433.88,"No"
548,"France","Female",41,4,82596.8,1,"No","Si",55672.09,"No"
609,"Germany","Male",31,9,103837.75,1,"Si","Si",150218.11,"No"
659,"Spain","Female",42,2,0,1,"No","No",162734.31,"Si"
526,"France","Male",52,8,93590.47,1,"No","Si",21228.71,"Si"
725,"Germany","Male",40,8,104149.66,1,"Si","No",62027.9,"No"
519,"Germany","Male",38,1,114141.64,1,"Si","Si",60988.21,"Si"
562,"Germany","Female",31,9,117153,1,"Si","Si",108675.01,"No"
482,"Germany","Male",45,7,156353.46,1,"Si","No",72643.95,"Si"
535,"Spain","Male",37,3,175534.78,2,"Si","Si",9241.52,"No"
561,"France","Female",27,9,135637,1,"Si","No",153080.4,"Si"
661,"France","Female",30,7,0,2,"Si","No",72196.57,"No"
570,"France","Male",39,10,129674.89,2,"Si","No",80552.36,"No"
709,"France","Female",37,9,0,2,"Si","No",16733.59,"No"
611,"France","Male",53,3,83568.26,1,"No","No",1235.49,"No"
775,"Spain","Male",48,4,178144.91,2,"No","No",50168.41,"Si"
699,"Germany","Male",36,6,147137.74,1,"Si","Si",33687.9,"No"
618,"France","Male",37,5,0,1,"No","Si",178705.45,"Si"
704,"France","Male",36,3,114370.41,1,"No","Si",66810.48,"No"
835,"Germany","Female",47,5,108289.28,2,"Si","Si",45859.55,"Si"
714,"Germany","Male",39,3,149887.49,2,"Si","No",63846.36,"No"
581,"Spain","Female",43,4,170172.9,1,"No","Si",100236.02,"No"
592,"France","Male",27,3,0,2,"Si","Si",19645.65,"No"
551,"France","Male",43,7,0,2,"Si","No",178393.68,"No"
689,"Germany","Female",28,2,64808.32,2,"No","No",78591.15,"No"
604,"France","Female",56,0,62732.65,1,"No","Si",124954.56,"No"
514,"France","Female",41,7,0,2,"Si","Si",3756.65,"No"
698,"France","Male",29,5,95167.55,1,"Si","Si",152723.23,"No"
581,"Germany","Female",54,2,152508.99,1,"Si","No",187597.98,"Si"
573,"Germany","Male",31,0,134644.19,1,"Si","Si",70381.49,"No"
449,"Spain","Female",33,8,0,2,"No","No",156792.89,"No"
850,"Germany","Female",31,3,51293.47,1,"No","No",35534.68,"No"
612,"France","Male",41,5,0,3,"No","No",151256.22,"No"
690,"Spain","Male",49,8,116622.73,1,"No","Si",51011.29,"No"
599,"Spain","Female",49,2,0,2,"Si","No",111190.53,"No"
498,"France","Male",33,1,198113.86,1,"Si","No",69664.35,"No"
497,"France","Female",29,4,85646.81,1,"No","No",63233.02,"Si"
802,"Spain","Male",51,7,0,1,"No","Si",40855.79,"No"
644,"France","Male",33,9,141234.98,1,"Si","No",95673.05,"No"
714,"France","Male",34,10,0,2,"Si","Si",80234.14,"No"
690,"France","Female",40,9,77641.99,1,"No","No",189051.59,"Si"
522,"Spain","Male",30,3,0,2,"Si","No",145490.85,"No"
502,"Germany","Female",40,7,117304.29,1,"No","No",196278.32,"No"
730,"Spain","Female",62,2,0,2,"Si","Si",162889.1,"No"
590,"Germany","Male",36,6,92340.69,2,"Si","Si",174667.58,"No"
458,"Germany","Male",35,9,146780.52,2,"Si","Si",3476.38,"No"
553,"Spain","Male",41,6,144974.55,1,"Si","Si",19344.92,"No"
479,"France","Male",47,1,0,1,"Si","No",95270.83,"No"
693,"France","Male",31,2,0,2,"Si","Si",107759.31,"No"
707,"Spain","Male",43,10,0,2,"Si","No",118368.2,"No"
636,"Spain","Male",37,1,115137.26,1,"Si","No",52484.01,"No"
807,"France","Male",33,10,101952.97,2,"Si","No",178153.65,"No"
513,"France","Female",45,0,164649.52,3,"Si","No",49915.52,"Si"
582,"France","Male",31,2,0,2,"Si","Si",33747.03,"No"
694,"France","Male",32,0,91956.49,1,"Si","Si",59961.81,"No"
777,"France","Male",39,8,0,2,"Si","Si",18613.52,"No"
598,"Germany","Male",32,9,123938.6,2,"Si","No",198894.42,"No"
762,"Germany","Male",46,6,123571.77,3,"No","Si",57014.17,"Si"
588,"France","Female",34,3,120777.88,1,"Si","Si",131729.52,"No"
663,"Germany","Male",42,5,90248.79,1,"Si","Si",79169.73,"No"
777,"France","Male",36,7,0,1,"Si","No",106472.34,"No"
592,"France","Male",71,4,0,2,"No","Si",17013.54,"No"
631,"Germany","Male",48,1,106396.48,1,"Si","Si",150661.42,"Si"
725,"Germany","Female",47,1,104887.43,1,"No","No",86622.56,"Si"
850,"France","Male",34,2,72079.71,1,"Si","Si",115767.93,"No"
540,"France","Male",37,6,0,2,"Si","No",141998.89,"No"
674,"Spain","Male",36,2,0,2,"Si","Si",182787.17,"No"
553,"France","Male",38,3,99844.68,1,"No","No",187915.7,"No"
630,"France","Female",28,1,0,2,"Si","Si",133267.78,"No"
466,"France","Male",26,3,156815.71,1,"Si","Si",137476.09,"No"
613,"France","Male",47,6,146034.74,1,"Si","Si",77146.14,"No"
558,"France","Male",27,1,152283.39,1,"Si","No",183271.15,"No"
775,"Germany","Female",33,1,118897.1,2,"Si","Si",26362.4,"No"
698,"Germany","Male",52,8,96781.39,1,"Si","Si",153373.71,"No"
591,"Spain","Male",39,8,0,2,"No","No",42392.24,"No"
633,"France","Male",40,4,150578,1,"No","Si",34670.62,"Si"
608,"France","Male",42,10,163548.07,1,"Si","No",38866.85,"No"
682,"France","Female",37,8,148580.12,1,"Si","No",35179.18,"No"
596,"Germany","Male",32,3,96709.07,2,"No","No",41788.37,"No"
395,"Germany","Female",34,5,106011.59,1,"Si","Si",17376.57,"Si"
578,"Germany","Male",37,1,135650.88,1,"Si","No",199428.19,"No"
547,"Germany","Male",55,4,111362.76,3,"Si","No",16922.28,"Si"
609,"France","Male",37,1,39344.83,1,"Si","Si",178291.89,"Si"
774,"Germany","Male",36,9,130809.77,1,"Si","No",152290.28,"No"
712,"France","Female",27,2,133009.51,1,"Si","No",126809.15,"No"
585,"Germany","Female",28,9,135337.49,2,"Si","Si",40385.61,"No"
666,"France","Female",32,10,112536.57,2,"Si","Si",34350.54,"No"
708,"Spain","Female",35,8,122570.69,1,"No","No",199005.88,"No"
513,"France","Male",44,1,63562.02,2,"No","Si",52629.73,"Si"
445,"France","Male",37,3,0,2,"Si","Si",180012.39,"No"
690,"Germany","Male",44,9,100368.63,2,"No","No",35342.33,"No"
850,"France","Male",37,6,0,2,"Si","No",109291.22,"No"
494,"France","Female",33,1,137853,1,"No","Si",90273.85,"No"
534,"France","Male",27,9,0,2,"Si","No",161344.13,"No"
696,"Germany","Male",42,7,162318.61,1,"Si","No",121061.89,"No"
535,"Spain","Female",50,1,140292.58,3,"No","No",69531.22,"Si"
600,"France","Male",34,0,0,2,"No","Si",3756.23,"No"
807,"France","Female",34,1,0,1,"No","No",114448.13,"No"
714,"France","Female",52,2,0,1,"No","Si",144045.08,"Si"
590,"France","Male",24,7,126431.54,1,"Si","No",58781.11,"No"
614,"France","Female",41,3,123475.04,1,"Si","Si",179227.52,"No"
766,"Germany","Female",45,6,97652.96,1,"Si","No",127332.33,"No"
557,"Spain","Male",42,4,0,2,"No","Si",86642.38,"No"
788,"Germany","Female",49,4,137455.99,1,"Si","No",184178.29,"Si"
648,"France","Female",38,2,0,2,"No","Si",9551.49,"No"
726,"Germany","Female",33,7,99046.31,2,"Si","Si",56053.06,"No"
773,"France","Male",33,9,0,2,"Si","Si",1118.31,"No"
583,"Germany","Male",27,4,105907.42,2,"Si","Si",195732.04,"No"
565,"Germany","Male",52,5,97720.35,2,"Si","No",175070.94,"Si"
705,"France","Male",25,9,0,2,"No","Si",112331.19,"No"
685,"Spain","Male",43,4,97392.18,2,"Si","No",43956.83,"No"
741,"France","Male",29,8,0,2,"Si","Si",115994.52,"No"
658,"Germany","Female",28,9,152812.58,1,"Si","No",166682.57,"No"
575,"France","Male",27,3,139301.68,1,"Si","No",99843.98,"No"
844,"France","Female",41,10,76319.64,1,"Si","Si",141175.18,"Si"
559,"Spain","Male",67,9,125919.35,1,"Si","No",175910.95,"Si"
725,"France","Male",37,6,124348.38,2,"No","Si",176984.34,"No"
450,"France","Male",29,7,117199.8,1,"Si","Si",43480.63,"No"
738,"Germany","Female",57,9,148384.64,1,"No","No",155047.11,"Si"
642,"Germany","Female",19,3,113905.48,1,"Si","Si",176137.2,"No"
618,"Spain","Male",32,5,133476.09,1,"No","Si",154843.4,"No"
590,"France","Male",47,0,117879.32,1,"Si","Si",8214.46,"No"
735,"France","Male",50,2,0,2,"No","Si",147075.69,"No"
550,"France","Male",34,8,122359.5,1,"No","No",116495.55,"No"
729,"Spain","Female",28,0,0,2,"Si","Si",31165.06,"Si"
743,"Germany","Male",59,5,108585.35,1,"Si","Si",192127.22,"Si"
555,"France","Male",31,8,145875.74,1,"Si","No",137491.23,"No"
667,"Spain","Female",36,3,121542.57,2,"Si","Si",186841.71,"No"
790,"Spain","Female",41,7,109508.68,1,"No","No",86776.38,"No"
727,"Germany","Male",34,2,146407.11,1,"Si","Si",72073.72,"No"
744,"France","Female",39,6,0,1,"No","No",10662.58,"No"
629,"Germany","Male",35,8,112330.83,1,"Si","Si",91001.02,"No"
619,"France","Female",35,4,90413.12,1,"Si","Si",20555.21,"No"
634,"France","Male",34,8,105302.66,1,"Si","Si",123164.97,"No"
608,"Spain","Female",35,6,0,2,"Si","Si",143463.28,"No"
507,"France","Female",35,1,0,2,"No","No",92131.54,"No"
536,"Germany","Female",35,4,121520.36,1,"No","No",77178.42,"No"
730,"Spain","Female",43,1,103960.38,1,"Si","Si",193650.16,"No"
583,"Germany","Male",39,8,102945.01,1,"No","No",52861.89,"No"
644,"France","Female",24,8,92760.55,1,"Si","No",35896.75,"No"
790,"Spain","Male",37,8,0,2,"Si","Si",149418.41,"No"
807,"Germany","Female",40,1,134590.21,1,"Si","Si",46253.65,"No"
581,"France","Female",37,10,104255.03,1,"Si","No",86609.37,"No"
627,"Spain","Female",55,6,0,1,"No","No",91943.94,"Si"
850,"France","Male",41,3,0,2,"Si","No",128892.36,"No"
754,"France","Female",35,4,0,2,"Si","No",44830.71,"No"
551,"Germany","Male",50,1,121399.98,1,"No","Si",84508.44,"Si"
637,"Germany","Male",35,8,147127.81,2,"Si","Si",84760.7,"No"
699,"Spain","Male",31,8,125927.51,2,"Si","No",147661.47,"No"
542,"France","Female",25,7,0,2,"No","Si",82393.08,"No"
640,"Germany","Male",48,1,111599.32,1,"No","Si",135995.58,"No"
553,"France","Female",27,3,0,2,"No","No",159800.16,"No"
741,"France","Male",38,9,0,2,"Si","No",14379.01,"No"
598,"France","Male",35,8,114212.6,1,"Si","Si",74322.85,"No"
660,"Spain","Female",42,5,0,3,"Si","Si",189016.24,"Si"
618,"Spain","Male",41,4,115251.64,1,"No","No",136435.75,"No"
647,"France","Male",43,9,0,2,"Si","Si",78488.39,"No"
491,"France","Female",68,3,107571.61,1,"No","Si",113695.99,"No"
652,"France","Female",32,2,0,2,"Si","No",54628.11,"No"
650,"Germany","Female",45,9,152367.21,3,"Si","No",150835.21,"Si"
413,"Germany","Male",39,1,130969.77,2,"Si","Si",158891.79,"No"
416,"Germany","Female",25,0,97738.97,2,"Si","Si",160523.33,"No"
629,"Spain","Male",34,8,0,2,"Si","Si",180595.02,"No"
678,"Spain","Female",40,4,113794.22,1,"Si","No",16618.76,"No"
527,"Spain","Male",28,6,128396.33,2,"Si","No",79919.97,"No"
743,"Spain","Female",48,5,118207.69,2,"No","No",186489.14,"Si"
683,"Germany","Male",73,9,124730.26,1,"Si","Si",51999.5,"No"
536,"France","Female",41,9,0,1,"Si","No",121299.14,"No"
663,"Spain","Male",52,0,136298.65,1,"Si","No",144593.3,"Si"
646,"France","Female",38,2,0,2,"No","No",178752.73,"No"
707,"France","Male",35,2,0,3,"Si","Si",94148.3,"No"
602,"France","Male",34,5,0,2,"Si","Si",77414.45,"No"
635,"France","Female",47,2,125724.95,2,"Si","No",63236.97,"No"
597,"France","Male",67,2,0,2,"No","Si",108645.85,"No"
503,"France","Male",38,1,0,2,"Si","Si",95153.24,"No"
524,"Spain","Female",64,5,0,1,"Si","No",136079.64,"Si"
700,"France","Male",46,5,95872.86,1,"Si","No",98273.01,"Si"
692,"France","Male",33,9,0,1,"Si","No",113505.93,"Si"
562,"France","Male",37,2,0,1,"No","Si",52525.15,"Si"
679,"France","Male",37,7,74260.03,1,"Si","No",194617.98,"No"
603,"Germany","Male",35,1,123407.69,1,"Si","No",152541.89,"Si"
720,"Spain","Male",33,3,123783.91,2,"Si","Si",142903.44,"No"
797,"France","Male",24,5,0,2,"Si","No",182257.61,"No"
594,"France","Male",36,6,153880.15,1,"No","No",135431.72,"No"
529,"France","Female",31,7,0,2,"Si","Si",175697.87,"No"
606,"Germany","Female",32,1,106301.85,2,"No","Si",59061.25,"No"
621,"Spain","Female",40,7,0,2,"No","Si",131283.6,"Si"
513,"France","Female",43,9,0,2,"Si","No",152499.8,"No"
753,"Germany","Male",44,3,138076.47,1,"Si","No",15523.09,"Si"
605,"France","Female",30,9,135422.31,1,"No","Si",186418.85,"No"
574,"Spain","Female",37,7,0,2,"Si","No",32262.28,"No"
726,"France","Female",38,5,126875.62,1,"Si","No",128052.29,"No"
611,"Spain","Female",28,3,96381.68,2,"Si","No",181419.29,"No"
593,"Germany","Female",41,4,119703.1,2,"Si","Si",109783.29,"No"
466,"Germany","Male",41,2,152102.18,2,"Si","No",181879.56,"No"
741,"Germany","Female",36,0,127675.39,2,"Si","No",74260.16,"No"
684,"Germany","Female",44,2,133776.86,2,"No","Si",49865.04,"No"
550,"Spain","Female",33,9,72788.03,1,"Si","Si",103608.06,"No"
593,"Spain","Male",26,9,76226.9,1,"Si","No",167564.82,"No"
601,"Germany","Male",48,9,163630.76,1,"No","Si",41816.49,"Si"
676,"Spain","Female",30,5,0,2,"No","No",179066.58,"No"
556,"France","Female",46,10,0,2,"No","No",109184.24,"No"
719,"France","Male",36,3,155423.17,1,"Si","Si",199841.32,"No"
850,"Germany","Male",55,0,98710.89,1,"Si","Si",83617.17,"Si"
649,"Spain","Female",49,2,0,1,"Si","No",84863.85,"Si"
509,"Spain","Male",41,7,126683.8,1,"No","Si",114775.53,"No"
684,"France","Male",33,4,140700.61,1,"Si","No",103557.93,"No"
806,"Germany","Male",30,8,168078.83,1,"Si","No",85028.36,"Si"
729,"Spain","Male",44,4,107726.93,2,"Si","No",153064.87,"No"
683,"France","Female",33,9,0,2,"Si","Si",38784.42,"No"
689,"Spain","Female",63,1,0,2,"Si","Si",186526.12,"No"
672,"Germany","Female",21,1,35741.69,1,"Si","No",28789.94,"No"
602,"Germany","Female",53,5,98268.84,1,"No","Si",45038.29,"Si"
739,"France","Female",20,4,133800.98,1,"No","Si",150245.81,"No"
618,"France","Female",21,2,125682.79,1,"No","No",57762,"No"
674,"France","Female",42,9,0,2,"Si","No",4292.72,"No"
762,"France","Male",26,6,130428.78,1,"Si","No",173365.89,"No"
790,"Spain","Male",37,6,0,2,"Si","Si",119484.01,"No"
754,"Spain","Female",27,8,0,2,"No","No",121821.16,"No"
729,"France","Male",44,6,0,2,"Si","No",151733.43,"No"
606,"Germany","Female",47,0,137138.2,2,"No","Si",53784.22,"No"
616,"France","Male",23,8,73112.95,1,"Si","Si",62733.05,"No"
772,"France","Male",47,9,152347.01,1,"No","Si",17671.78,"No"
652,"Spain","Male",41,8,115144.68,1,"Si","No",188905.43,"No"
743,"France","Male",43,5,0,2,"No","No",113079.19,"Si"
793,"France","Male",39,3,137817.52,1,"No","No",83997.79,"No"
743,"Spain","Male",45,7,157332.26,1,"Si","No",125424.42,"No"
746,"France","Male",37,2,0,2,"Si","No",143194.05,"No"
627,"Germany","Female",39,5,124586.93,1,"Si","No",93132.61,"Si"
713,"Spain","Male",38,6,116980.78,2,"No","Si",76038.38,"No"
678,"Spain","Female",40,3,128398.38,1,"Si","No",168658.3,"No"
540,"Spain","Male",39,1,0,1,"No","Si",108419.41,"No"
615,"Germany","Female",33,3,137657.25,2,"Si","Si",171657.57,"No"
415,"Spain","Male",53,5,167259.44,1,"Si","Si",22357.25,"No"
628,"France","Female",45,8,0,2,"Si","No",193903.06,"No"
700,"France","Male",26,4,119009.57,1,"Si","No",141926.43,"No"
623,"Germany","Male",33,2,80002.33,1,"Si","Si",104079.62,"No"
623,"France","Female",37,4,140211.88,1,"Si","Si",93832.33,"No"
679,"France","Female",44,3,118742.74,2,"Si","No",1568.91,"No"
632,"Spain","Male",37,1,138207.08,1,"Si","No",60778.11,"Si"
790,"France","Female",47,10,148636.21,1,"No","Si",16119.96,"Si"
514,"France","Male",45,1,178827.79,1,"Si","No",60375.18,"No"
739,"France","Male",40,4,0,2,"No","No",173321.65,"No"
549,"France","Female",34,4,0,2,"No","No",139463.57,"No"
850,"France","Male",35,9,102050.47,1,"Si","Si",3769.71,"No"
648,"Spain","Male",49,5,0,1,"Si","No",149946.43,"Si"
679,"France","Female",24,6,114948.76,2,"No","Si",135768.25,"No"
606,"Germany","Male",39,8,136000.45,2,"Si","No",31708.53,"No"
850,"France","Male",32,4,156001.68,2,"Si","Si",151677.31,"No"
663,"France","Female",33,2,0,2,"Si","No",153295,"No"
525,"Germany","Female",30,0,157989.21,2,"Si","Si",100687.67,"No"
