"","age","job","marital","education","default","balance","housing","loan","contact","y"
"21778",48,"technician","married","tertiary","no",443,"yes","no","cellular","no"
"11465",35,"blue-collar","married","secondary","no",-151,"yes","no","cellular","no"
"20987",34,"technician","single","secondary","no",194,"yes","yes","cellular","yes"
"20776",76,"retired","married","primary","no",1492,"no","no","telephone","yes"
"18399",36,"technician","married","secondary","no",-90,"yes","no","cellular","no"
"22630",33,"management","married","tertiary","no",0,"no","no","cellular","no"
"18845",46,"management","single","tertiary","no",2904,"yes","no","unknown","yes"
"19085",47,"management","married","tertiary","no",414,"no","no","unknown","no"
"13007",33,"technician","married","secondary","no",946,"yes","no","unknown","no"
"12126",38,"management","married","tertiary","no",3440,"no","no","cellular","no"
"15091",40,"entrepreneur","divorced","secondary","no",1247,"yes","no","cellular","no"
"20071",26,"blue-collar","single","secondary","no",2007,"no","no","cellular","yes"
"18192",47,"admin.","married","secondary","no",1210,"no","no","cellular","yes"
"15387",35,"technician","single","tertiary","no",6763,"no","no","telephone","no"
"22332",32,"technician","single","unknown","no",491,"no","no","cellular","yes"
"12352",35,"management","single","tertiary","no",681,"no","no","cellular","yes"
"14499",56,"entrepreneur","married","secondary","no",1272,"no","no","cellular","no"
"13846",43,"blue-collar","married","primary","no",7727,"yes","no","unknown","no"
"17807",43,"management","married","tertiary","no",1258,"no","no","unknown","yes"
"15611",58,"management","divorced","tertiary","no",315,"yes","no","cellular","no"
"11164",27,"services","single","secondary","no",70,"yes","no","cellular","no"
"10545",59,"retired","married","primary","yes",-13,"no","no","cellular","no"
"12048",27,"blue-collar","single","secondary","no",3675,"no","no","unknown","no"
"22744",58,"self-employed","married","primary","no",1013,"yes","no","cellular","yes"
"21015",51,"retired","married","tertiary","no",746,"no","no","cellular","yes"
"20074",33,"technician","married","secondary","no",0,"no","no","cellular","no"
"11195",46,"admin.","single","secondary","no",849,"yes","no","unknown","yes"
"22758",33,"admin.","married","secondary","no",1737,"no","no","cellular","no"
"17977",63,"housemaid","married","primary","no",91,"no","no","telephone","yes"
"20901",36,"services","married","secondary","no",1746,"yes","no","cellular","no"
"20734",49,"technician","married","secondary","no",2765,"no","no","cellular","no"
"22292",36,"blue-collar","married","secondary","no",1654,"yes","yes","cellular","no"
"16868",45,"blue-collar","single","secondary","no",0,"yes","no","cellular","yes"
"16538",51,"blue-collar","married","primary","no",1194,"yes","no","unknown","no"
"15729",37,"blue-collar","single","secondary","no",7622,"yes","yes","telephone","no"
"21135",26,"technician","married","secondary","no",370,"no","yes","cellular","yes"
"12885",36,"services","single","secondary","no",80,"no","yes","cellular","no"
"16783",37,"management","married","tertiary","no",1094,"yes","no","cellular","no"
"21042",48,"technician","married","secondary","no",340,"yes","no","cellular","no"
"16137",27,"management","single","tertiary","no",1,"yes","no","cellular","yes"
"15660",31,"management","single","tertiary","no",2,"no","no","cellular","yes"
"12837",47,"management","divorced","secondary","no",1208,"yes","no","unknown","no"
"19339",50,"management","divorced","tertiary","no",299,"no","no","cellular","no"
"22408",58,"technician","divorced","secondary","no",2270,"no","no","unknown","no"
"13423",35,"blue-collar","married","tertiary","no",2999,"no","no","unknown","yes"
"10192",46,"blue-collar","married","primary","no",687,"no","no","cellular","no"
"21365",51,"management","single","unknown","no",-461,"yes","no","unknown","no"
"10885",31,"technician","married","tertiary","no",1197,"yes","no","unknown","no"
"13195",33,"services","married","secondary","no",5499,"yes","no","unknown","no"
"18978",60,"technician","single","secondary","no",12,"no","no","cellular","no"
"11674",45,"management","married","tertiary","no",3370,"no","no","unknown","no"
"10589",28,"admin.","single","secondary","no",305,"yes","no","telephone","no"
"16252",40,"self-employed","single","tertiary","no",41,"no","no","telephone","no"
"13356",43,"blue-collar","single","primary","no",0,"no","no","cellular","yes"
"21934",35,"management","single","tertiary","no",1494,"yes","no","cellular","no"
"18767",52,"technician","married","tertiary","no",1416,"yes","no","cellular","no"
"22151",35,"technician","married","secondary","no",561,"yes","no","cellular","no"
"19013",44,"technician","married","secondary","no",2776,"yes","no","cellular","yes"
"16475",29,"blue-collar","married","secondary","no",3007,"yes","no","cellular","no"
"10394",37,"blue-collar","married","primary","no",543,"yes","no","unknown","no"
"20806",52,"admin.","married","secondary","no",531,"no","no","unknown","no"
"10316",51,"admin.","married","secondary","no",3736,"no","no","cellular","no"
"15333",29,"management","married","tertiary","no",85,"yes","yes","cellular","no"
"15590",19,"student","single","unknown","no",779,"no","no","cellular","yes"
"12238",55,"blue-collar","married","primary","no",728,"yes","no","cellular","no"
"12187",39,"blue-collar","married","secondary","no",261,"no","no","cellular","yes"
"10419",60,"technician","divorced","secondary","no",0,"no","no","unknown","no"
"18898",67,"retired","married","unknown","no",2540,"no","no","telephone","yes"
"10821",41,"blue-collar","married","primary","no",183,"yes","yes","unknown","no"
"10258",59,"services","married","secondary","no",307,"yes","yes","unknown","no"
"20500",32,"blue-collar","single","secondary","no",799,"no","yes","cellular","yes"
"17687",57,"unemployed","married","primary","no",0,"no","no","unknown","no"
"14936",40,"housemaid","married","secondary","no",1783,"yes","yes","cellular","no"
"17262",30,"admin.","single","tertiary","no",-396,"yes","no","unknown","no"
"16245",28,"management","single","tertiary","no",390,"no","no","cellular","yes"
"18560",29,"blue-collar","married","primary","no",10045,"yes","no","cellular","no"
"15811",49,"management","single","tertiary","no",2555,"no","yes","cellular","no"
"19680",32,"technician","single","tertiary","no",4665,"yes","no","unknown","yes"
"19077",24,"admin.","single","secondary","no",1052,"no","no","cellular","yes"
"14403",36,"management","married","tertiary","no",27359,"yes","no","unknown","no"
"22617",27,"services","married","secondary","no",94,"yes","no","unknown","no"
"16078",38,"entrepreneur","married","tertiary","no",170,"yes","no","cellular","yes"
"20759",34,"technician","single","secondary","no",1076,"no","no","cellular","no"
"17641",41,"entrepreneur","married","tertiary","no",1065,"yes","yes","unknown","no"
"20926",33,"blue-collar","single","tertiary","no",700,"no","no","cellular","yes"
"10321",50,"management","married","tertiary","no",2809,"yes","no","cellular","no"
"19578",51,"housemaid","single","primary","no",723,"no","no","cellular","no"
"11986",54,"technician","married","secondary","no",899,"no","yes","cellular","no"
"10124",36,"technician","married","tertiary","no",376,"no","no","cellular","yes"
"19344",34,"unknown","married","unknown","no",164,"no","no","cellular","no"
"19567",44,"admin.","divorced","secondary","no",4842,"no","no","cellular","no"
"21607",56,"unemployed","divorced","primary","no",1770,"no","no","cellular","no"
"18092",60,"retired","divorced","secondary","no",514,"no","no","cellular","yes"
"20118",56,"management","married","tertiary","no",665,"no","no","cellular","no"
"14208",34,"technician","divorced","secondary","no",558,"no","no","cellular","no"
"11652",26,"blue-collar","single","secondary","no",153,"yes","no","unknown","no"
"16656",66,"retired","married","tertiary","no",1948,"no","no","cellular","yes"
"10600",35,"management","single","tertiary","no",68,"no","no","unknown","yes"
"19087",33,"services","married","secondary","no",968,"yes","no","cellular","no"
"17527",30,"management","single","tertiary","no",5561,"yes","no","cellular","yes"
"17769",50,"management","divorced","tertiary","no",3211,"yes","no","cellular","no"
"10615",55,"blue-collar","divorced","unknown","no",103,"yes","no","cellular","no"
"13427",35,"blue-collar","married","primary","no",11,"yes","no","unknown","no"
"21964",46,"blue-collar","married","secondary","no",870,"no","yes","cellular","no"
"12772",57,"services","single","primary","no",3777,"yes","no","telephone","no"
"20508",27,"management","single","tertiary","no",377,"no","no","cellular","no"
"22016",44,"retired","married","primary","no",779,"yes","no","unknown","no"
"20136",46,"unemployed","married","tertiary","no",0,"yes","no","cellular","no"
"20629",39,"unemployed","divorced","secondary","no",265,"yes","no","unknown","yes"
"16658",42,"management","married","tertiary","no",2440,"yes","no","unknown","no"
"10721",39,"blue-collar","married","secondary","no",804,"yes","no","unknown","no"
"19415",63,"management","married","tertiary","no",2785,"no","no","cellular","yes"
"12718",44,"management","single","tertiary","no",1090,"no","no","cellular","yes"
"14830",33,"admin.","single","secondary","no",1248,"no","no","cellular","no"
"12666",46,"management","married","secondary","no",4105,"yes","no","cellular","no"
"18334",48,"technician","divorced","secondary","no",145,"yes","no","cellular","no"
"19755",60,"retired","divorced","secondary","no",4243,"no","no","cellular","yes"
"18041",47,"retired","married","primary","no",-468,"no","yes","unknown","no"
"17759",25,"unemployed","married","secondary","no",1404,"yes","no","cellular","no"
"12961",28,"management","single","tertiary","no",4013,"yes","no","unknown","no"
"17281",26,"blue-collar","single","secondary","no",1,"yes","no","cellular","no"
"21344",47,"admin.","married","secondary","no",411,"yes","no","cellular","no"
"10753",49,"blue-collar","married","secondary","no",3677,"yes","no","cellular","no"
"12552",59,"retired","married","primary","no",0,"no","no","unknown","no"
"16773",39,"blue-collar","married","secondary","no",1554,"yes","no","unknown","no"
"14231",28,"blue-collar","married","primary","no",5542,"yes","no","cellular","no"
"13932",26,"student","single","unknown","no",19,"no","no","telephone","no"
"21543",31,"admin.","single","secondary","no",0,"yes","no","cellular","yes"
"11162",49,"blue-collar","married","secondary","no",2039,"yes","no","cellular","no"
"19820",27,"management","single","secondary","no",589,"no","no","cellular","no"
"20968",51,"housemaid","married","unknown","no",2337,"yes","no","cellular","yes"
"10572",33,"management","married","tertiary","no",349,"yes","yes","cellular","no"
"13472",33,"admin.","divorced","secondary","no",294,"yes","no","cellular","yes"
"18884",43,"technician","married","secondary","no",78,"yes","no","unknown","no"
"16107",46,"blue-collar","single","tertiary","no",283,"no","no","cellular","yes"
"18760",21,"blue-collar","married","primary","yes",-426,"no","no","unknown","no"
"10621",31,"entrepreneur","married","tertiary","no",5156,"yes","no","cellular","no"
"16676",68,"retired","single","unknown","no",518,"no","no","cellular","no"
"12019",53,"technician","divorced","secondary","no",28,"no","no","cellular","no"
"19277",83,"retired","divorced","primary","no",46,"no","no","cellular","yes"
"18418",59,"technician","married","secondary","no",4322,"no","no","unknown","no"
"14975",49,"blue-collar","single","primary","yes",-2604,"yes","no","cellular","no"
"17176",26,"admin.","single","secondary","no",74,"no","yes","cellular","no"
"14630",53,"management","married","tertiary","no",0,"yes","yes","cellular","no"
"19923",29,"blue-collar","married","secondary","no",1661,"yes","no","unknown","no"
"17289",36,"admin.","married","secondary","no",953,"yes","no","cellular","no"
"16698",46,"technician","married","secondary","no",332,"yes","no","unknown","yes"
"21902",41,"management","married","tertiary","no",27696,"no","no","cellular","no"
"20640",43,"self-employed","married","secondary","no",5564,"no","no","cellular","no"
"22370",37,"blue-collar","married","secondary","no",190,"yes","no","unknown","no"
"18626",26,"management","married","tertiary","no",877,"yes","no","cellular","no"
"16199",40,"blue-collar","married","primary","no",780,"yes","no","cellular","no"
"22343",44,"blue-collar","married","primary","no",658,"yes","no","telephone","no"
"11978",39,"technician","single","unknown","no",45248,"yes","no","unknown","yes"
"13772",34,"blue-collar","married","primary","no",161,"yes","yes","unknown","no"
"20048",35,"blue-collar","married","primary","no",2708,"yes","no","unknown","no"
"21529",33,"services","married","secondary","no",478,"no","no","cellular","yes"
"22777",35,"management","single","tertiary","no",671,"yes","no","cellular","yes"
"17113",46,"admin.","divorced","tertiary","no",846,"yes","no","unknown","no"
"10826",42,"technician","divorced","secondary","no",611,"yes","no","cellular","no"
"15617",52,"management","married","tertiary","no",1701,"yes","yes","cellular","no"
"18281",48,"services","single","primary","no",1499,"yes","no","cellular","no"
"22141",53,"management","married","tertiary","no",618,"no","no","cellular","no"
"16464",26,"housemaid","married","secondary","no",-759,"yes","no","cellular","no"
"15758",44,"blue-collar","divorced","primary","yes",-119,"yes","no","unknown","no"
"13198",43,"blue-collar","married","secondary","no",413,"yes","no","cellular","yes"
"22791",30,"services","married","secondary","no",-108,"yes","no","unknown","no"
"11994",44,"technician","divorced","secondary","no",0,"yes","no","cellular","no"
"18212",59,"retired","divorced","secondary","no",5583,"yes","no","cellular","yes"
"20512",50,"blue-collar","married","primary","no",3764,"no","no","telephone","yes"
"13154",49,"blue-collar","single","primary","no",566,"yes","no","cellular","yes"
"10592",50,"blue-collar","married","primary","no",12519,"yes","no","cellular","yes"
"14576",41,"management","divorced","tertiary","no",20479,"no","no","cellular","no"
"18490",26,"services","single","secondary","no",1347,"no","no","telephone","yes"
"20242",43,"blue-collar","single","tertiary","no",1344,"yes","no","cellular","no"
"12471",35,"housemaid","married","primary","no",0,"no","no","cellular","no"
"19929",33,"management","married","tertiary","no",2599,"no","no","cellular","yes"
"18715",28,"management","single","tertiary","no",1808,"no","no","cellular","yes"
"13172",29,"services","single","secondary","no",0,"no","no","unknown","no"
"18603",42,"blue-collar","single","primary","no",1628,"yes","no","cellular","yes"
"16637",52,"blue-collar","married","secondary","no",2087,"yes","no","cellular","yes"
"15962",46,"housemaid","married","secondary","no",38,"no","no","cellular","yes"
"15498",32,"technician","single","secondary","no",17,"no","no","cellular","no"
"12230",26,"blue-collar","single","secondary","no",199,"yes","yes","unknown","no"
"20887",32,"management","married","tertiary","no",1388,"yes","no","cellular","yes"
"15685",57,"unemployed","married","secondary","no",1681,"no","no","cellular","no"
"17295",62,"management","married","tertiary","no",1859,"no","no","telephone","yes"
"14725",48,"blue-collar","married","primary","no",584,"yes","no","unknown","no"
"12256",27,"unknown","single","secondary","no",1187,"no","no","telephone","yes"
"10095",50,"services","divorced","secondary","no",145,"yes","no","unknown","no"
"12731",43,"blue-collar","married","primary","no",336,"yes","no","unknown","no"
"18544",29,"management","single","tertiary","no",307,"yes","no","cellular","yes"
"15019",20,"student","single","unknown","no",8860,"no","no","cellular","no"
"21178",34,"technician","single","secondary","no",1279,"yes","no","cellular","yes"
"20233",40,"admin.","married","secondary","no",-253,"yes","no","cellular","no"
"15224",38,"management","single","tertiary","no",623,"no","no","cellular","yes"
"19542",23,"services","single","secondary","no",966,"yes","no","unknown","no"
"11306",29,"student","single","secondary","no",1124,"no","no","unknown","no"
"22407",27,"student","single","secondary","no",2614,"no","no","cellular","yes"
"22279",35,"technician","married","secondary","no",1546,"yes","no","cellular","no"
"17161",28,"technician","single","secondary","no",909,"no","yes","cellular","yes"
"13107",41,"services","single","secondary","no",260,"no","no","unknown","no"
"15665",33,"unemployed","single","secondary","no",2066,"no","yes","cellular","yes"
"19341",60,"management","married","tertiary","no",5041,"no","no","telephone","yes"
"15699",41,"housemaid","married","primary","no",365,"no","no","cellular","no"
"14327",43,"admin.","married","primary","no",392,"yes","yes","cellular","no"
"10384",37,"unemployed","married","secondary","no",117,"no","no","cellular","no"
"17015",27,"blue-collar","single","primary","no",1659,"no","yes","cellular","no"
"15313",43,"blue-collar","divorced","secondary","no",-447,"yes","no","cellular","no"
"20338",51,"admin.","single","secondary","no",726,"yes","no","cellular","yes"
"12136",32,"management","single","tertiary","no",312,"no","no","cellular","no"
"10126",25,"management","single","tertiary","no",530,"no","no","cellular","no"
"20428",22,"student","single","primary","no",423,"no","no","cellular","yes"
"10614",36,"blue-collar","married","secondary","no",218,"yes","no","cellular","yes"
"10118",31,"management","married","secondary","no",8629,"yes","no","cellular","yes"
"20036",51,"self-employed","married","tertiary","no",2235,"no","no","cellular","no"
"10433",55,"admin.","single","secondary","yes",986,"no","yes","cellular","no"
"13725",45,"admin.","married","secondary","no",434,"no","no","cellular","no"
"16629",55,"services","married","tertiary","no",606,"no","yes","cellular","no"
"19933",32,"management","divorced","tertiary","no",1,"yes","no","unknown","no"
"13600",40,"management","single","tertiary","no",269,"yes","no","cellular","no"
"12954",28,"admin.","single","secondary","no",-7,"no","yes","unknown","yes"
"12322",34,"management","married","tertiary","no",3301,"yes","no","cellular","yes"
"14862",46,"technician","divorced","tertiary","no",288,"yes","no","unknown","no"
"17897",31,"technician","married","tertiary","no",79,"yes","no","cellular","no"
"15275",59,"retired","married","secondary","no",1341,"no","no","cellular","no"
"21470",38,"housemaid","single","secondary","no",465,"yes","no","cellular","yes"
"22185",29,"admin.","married","secondary","no",1489,"yes","no","cellular","no"
"15415",58,"blue-collar","married","secondary","no",72,"no","no","cellular","no"
"15895",38,"admin.","married","primary","no",1487,"no","no","unknown","no"
"12162",35,"technician","single","tertiary","no",174,"yes","no","cellular","no"
"15595",42,"blue-collar","married","primary","no",2273,"yes","no","cellular","no"
"15628",35,"management","single","tertiary","no",331,"no","no","cellular","yes"
"12064",57,"management","married","tertiary","no",215,"no","yes","cellular","no"
"11153",37,"technician","married","unknown","no",189,"no","no","cellular","yes"
"21173",58,"management","married","secondary","no",2155,"no","yes","cellular","yes"
"22489",57,"admin.","single","secondary","no",5768,"yes","no","unknown","yes"
"21635",40,"management","divorced","tertiary","no",823,"no","no","cellular","no"
"18181",60,"management","married","tertiary","no",13546,"no","no","cellular","yes"
"19464",49,"blue-collar","married","secondary","no",1039,"yes","no","cellular","no"
"19880",64,"management","married","tertiary","no",5112,"no","no","telephone","yes"
"18395",45,"admin.","married","secondary","no",231,"yes","no","unknown","no"
"14388",23,"blue-collar","married","secondary","no",94,"yes","no","unknown","no"
"17878",59,"management","married","tertiary","no",261,"yes","yes","cellular","no"
"13081",41,"technician","married","secondary","no",288,"yes","no","unknown","no"
"19713",60,"retired","married","unknown","no",1396,"no","yes","cellular","no"
"13314",59,"retired","married","primary","no",-182,"no","yes","cellular","no"
"16603",26,"blue-collar","single","secondary","no",6,"no","yes","telephone","no"
"12964",34,"technician","single","secondary","no",1974,"no","no","cellular","no"
"18242",33,"blue-collar","married","secondary","no",-10,"yes","no","unknown","no"
"11132",29,"technician","married","tertiary","no",975,"no","no","unknown","no"
"18179",36,"management","married","tertiary","no",849,"yes","yes","unknown","yes"
"17866",33,"technician","single","secondary","no",66,"no","no","cellular","yes"
"21349",54,"management","divorced","tertiary","no",92,"no","yes","telephone","no"
"12177",33,"student","married","secondary","no",1536,"no","no","cellular","yes"
"18686",49,"blue-collar","married","primary","no",3,"no","yes","cellular","yes"
"13199",28,"blue-collar","married","secondary","no",1325,"yes","no","cellular","no"
"16663",30,"services","single","tertiary","no",1,"no","no","cellular","no"
"16598",32,"technician","married","secondary","no",253,"yes","no","unknown","no"
"17396",33,"blue-collar","married","primary","no",261,"yes","no","cellular","no"
"14807",58,"blue-collar","married","secondary","no",1075,"yes","no","cellular","no"
"11078",56,"management","married","primary","no",0,"no","no","cellular","yes"
"13880",33,"management","divorced","tertiary","no",2240,"no","no","cellular","yes"
"20493",49,"management","divorced","tertiary","no",100,"yes","yes","cellular","no"
"14631",30,"management","single","tertiary","no",67,"no","no","cellular","no"
"22580",33,"technician","single","secondary","no",513,"yes","no","unknown","no"
"22262",41,"management","married","tertiary","no",371,"no","no","cellular","no"
"11847",29,"management","single","tertiary","yes",-1661,"no","yes","cellular","no"
"10636",41,"blue-collar","divorced","primary","no",1887,"no","no","unknown","no"
"17385",32,"technician","single","secondary","no",1210,"yes","yes","unknown","no"
"12821",36,"admin.","divorced","secondary","no",0,"yes","no","unknown","no"
"13352",46,"self-employed","divorced","tertiary","no",21,"no","no","cellular","yes"
"19377",33,"technician","single","secondary","no",261,"yes","no","unknown","no"
"16938",50,"services","married","secondary","no",60,"no","yes","cellular","no"
"18409",62,"self-employed","divorced","tertiary","no",6,"yes","no","cellular","yes"
"15003",43,"blue-collar","married","primary","no",-181,"yes","no","cellular","no"
"13715",27,"management","single","secondary","no",178,"yes","no","unknown","yes"
"14608",39,"management","single","tertiary","no",1143,"yes","no","cellular","no"
"18690",49,"management","married","tertiary","no",5887,"no","no","cellular","yes"
"15550",60,"retired","married","secondary","yes",15,"no","no","unknown","no"
"19746",46,"blue-collar","married","primary","no",5393,"yes","no","cellular","no"
"21694",56,"technician","divorced","tertiary","no",1593,"yes","no","cellular","no"
"19738",30,"blue-collar","single","secondary","no",8950,"yes","no","cellular","no"
"17007",24,"unemployed","single","secondary","no",572,"no","no","cellular","no"
"16718",54,"technician","married","secondary","no",230,"no","yes","cellular","no"
"12829",47,"technician","married","secondary","no",201,"yes","no","unknown","no"
"21212",41,"management","single","secondary","no",800,"no","no","cellular","no"
"12096",51,"housemaid","divorced","primary","no",94,"yes","no","cellular","no"
"19045",47,"retired","married","primary","no",490,"yes","no","unknown","no"
"19457",26,"admin.","single","secondary","no",681,"yes","no","cellular","no"
"13021",27,"admin.","divorced","secondary","no",2,"no","yes","unknown","no"
"15808",44,"management","single","secondary","no",13,"no","no","unknown","no"
"22764",42,"management","married","tertiary","no",3713,"no","no","cellular","yes"
"19278",43,"entrepreneur","married","secondary","no",0,"no","no","unknown","yes"
"19006",34,"admin.","married","secondary","no",147,"yes","yes","cellular","no"
"13936",40,"services","married","secondary","no",-192,"yes","no","cellular","yes"
"17541",36,"technician","married","tertiary","no",4932,"yes","no","cellular","no"
"14601",47,"entrepreneur","married","tertiary","no",-497,"yes","no","cellular","no"
"12562",38,"technician","divorced","tertiary","no",1805,"no","no","unknown","yes"
"17200",43,"management","married","tertiary","no",5523,"no","no","unknown","no"
"11209",49,"management","married","tertiary","no",1105,"yes","no","cellular","no"
"12976",71,"technician","married","secondary","no",3020,"no","no","telephone","yes"
"11203",39,"management","married","secondary","no",18,"yes","no","unknown","no"
"15170",42,"management","divorced","unknown","no",7702,"no","no","cellular","yes"
"14750",52,"entrepreneur","married","tertiary","no",1115,"yes","no","unknown","no"
"14448",47,"blue-collar","married","secondary","no",812,"yes","no","unknown","no"
"20637",31,"management","single","tertiary","no",5205,"no","no","cellular","yes"
"21811",57,"retired","single","tertiary","no",842,"no","no","cellular","yes"
"21338",39,"technician","divorced","tertiary","no",113,"yes","yes","cellular","no"
"14810",38,"self-employed","married","secondary","no",290,"yes","no","unknown","no"
"20855",40,"management","married","tertiary","no",0,"yes","no","cellular","yes"
"20529",51,"technician","single","tertiary","no",318,"no","no","cellular","no"
"11889",49,"self-employed","married","secondary","no",-199,"yes","yes","cellular","no"
"15894",29,"services","single","secondary","no",-565,"yes","no","unknown","no"
"12098",34,"blue-collar","divorced","secondary","no",-154,"no","no","cellular","no"
"15800",49,"admin.","married","secondary","no",197,"yes","no","cellular","yes"
"21515",35,"admin.","single","secondary","no",-133,"yes","no","cellular","no"
"21240",35,"blue-collar","married","primary","no",422,"yes","no","cellular","no"
"16734",51,"unknown","married","unknown","no",1585,"no","no","telephone","no"
"16281",52,"services","divorced","primary","no",432,"yes","yes","cellular","no"
"13722",56,"blue-collar","married","secondary","no",771,"yes","yes","unknown","no"
"15559",41,"technician","married","secondary","no",-1,"no","yes","cellular","no"
"16023",23,"technician","single","tertiary","no",1129,"yes","no","unknown","yes"
"14332",53,"management","divorced","tertiary","no",195,"yes","no","unknown","no"
"10205",40,"admin.","married","secondary","no",341,"no","no","cellular","yes"
"10574",45,"housemaid","married","primary","yes",0,"no","yes","unknown","no"
"10225",37,"services","single","secondary","no",1950,"yes","no","unknown","no"
"12430",50,"technician","divorced","secondary","no",1591,"no","no","cellular","no"
"20426",39,"technician","single","secondary","no",400,"yes","no","cellular","no"
"21027",36,"management","divorced","tertiary","no",-252,"yes","no","cellular","no"
"14641",56,"management","divorced","tertiary","no",10532,"no","no","cellular","yes"
"12575",43,"admin.","single","secondary","no",-247,"yes","yes","cellular","yes"
"20714",43,"blue-collar","married","primary","no",1147,"yes","yes","unknown","no"
"17637",29,"technician","single","unknown","no",0,"no","yes","cellular","no"
"19608",45,"unemployed","married","secondary","no",2040,"no","no","telephone","yes"
"10942",52,"self-employed","single","secondary","no",207,"no","yes","cellular","no"
"21780",45,"management","married","tertiary","no",753,"yes","no","cellular","no"
"14826",38,"blue-collar","married","secondary","no",99,"no","no","telephone","no"
"11411",36,"admin.","single","secondary","no",506,"yes","no","cellular","no"
"13300",58,"management","married","tertiary","no",1384,"yes","no","cellular","yes"
"18903",52,"technician","married","tertiary","no",2557,"no","no","cellular","yes"
"21418",39,"management","married","tertiary","no",1070,"yes","yes","cellular","no"
"11628",48,"services","married","secondary","no",2739,"no","no","telephone","no"
"10143",59,"technician","married","secondary","no",259,"no","no","cellular","yes"
"16872",26,"admin.","married","secondary","no",1595,"no","no","cellular","no"
"13979",39,"blue-collar","single","primary","no",0,"yes","yes","cellular","yes"
"11082",46,"blue-collar","married","primary","no",588,"yes","no","cellular","no"
"15985",55,"technician","married","secondary","no",0,"yes","yes","cellular","no"
"12991",57,"retired","married","secondary","no",2020,"no","no","unknown","no"
"11846",28,"admin.","single","secondary","no",4745,"no","no","telephone","yes"
"13277",36,"management","single","tertiary","no",0,"yes","no","unknown","no"
"18300",34,"housemaid","divorced","secondary","no",787,"yes","no","cellular","no"
"12306",56,"services","married","secondary","no",705,"yes","no","unknown","no"
"10280",51,"admin.","divorced","secondary","no",21,"no","no","cellular","no"
"21244",28,"self-employed","single","secondary","no",5679,"yes","no","cellular","yes"
"11002",48,"technician","married","primary","yes",-530,"no","yes","cellular","no"
"11547",45,"services","married","primary","no",323,"no","no","cellular","no"
"22286",40,"unemployed","married","secondary","no",488,"yes","no","cellular","no"
"15980",74,"retired","married","primary","no",0,"no","no","telephone","yes"
"19590",34,"blue-collar","married","primary","no",905,"yes","no","unknown","no"
"16059",48,"blue-collar","married","secondary","no",893,"no","no","cellular","no"
"21886",38,"management","married","tertiary","no",14190,"yes","no","cellular","no"
"12692",26,"technician","single","secondary","no",237,"yes","no","cellular","yes"
"15610",48,"admin.","married","secondary","no",13551,"no","no","unknown","no"
"15751",32,"technician","single","tertiary","no",1094,"yes","no","cellular","no"
"21784",37,"blue-collar","married","primary","no",461,"yes","no","unknown","no"
"12424",26,"student","single","secondary","no",502,"yes","no","telephone","no"
"10142",37,"admin.","single","secondary","no",597,"yes","no","cellular","no"
"20364",37,"blue-collar","single","secondary","no",180,"yes","no","cellular","no"
"19899",58,"management","single","unknown","no",127,"yes","no","unknown","no"
"22057",36,"technician","married","secondary","no",24,"yes","no","cellular","no"
"11047",38,"blue-collar","married","secondary","no",789,"yes","no","cellular","no"
"20423",47,"blue-collar","married","unknown","no",30,"no","yes","cellular","no"
"11818",51,"blue-collar","married","secondary","no",193,"no","no","cellular","no"
"11099",49,"services","single","secondary","no",6882,"yes","no","cellular","no"
"21239",43,"technician","divorced","secondary","no",353,"yes","no","unknown","no"
"12577",24,"management","single","tertiary","no",393,"no","no","cellular","yes"
"22547",56,"blue-collar","married","primary","no",351,"yes","no","telephone","no"
"20995",37,"services","single","secondary","no",278,"yes","no","unknown","yes"
"11202",39,"blue-collar","married","secondary","no",20,"yes","no","cellular","no"
"22053",47,"technician","married","secondary","no",2149,"yes","no","cellular","no"
"21047",34,"services","married","secondary","no",334,"yes","no","cellular","no"
"22485",39,"technician","married","secondary","no",0,"yes","no","unknown","no"
"22250",41,"technician","married","secondary","no",1190,"no","no","cellular","no"
"16667",79,"retired","married","secondary","no",909,"no","no","cellular","no"
"14099",32,"admin.","married","secondary","no",7522,"yes","no","cellular","no"
"15499",26,"admin.","single","secondary","no",8,"no","no","cellular","no"
"21389",33,"management","married","tertiary","no",685,"no","no","cellular","no"
"19160",35,"management","married","tertiary","no",323,"no","no","cellular","yes"
"17543",32,"admin.","single","secondary","no",375,"yes","no","cellular","no"
"22115",49,"technician","married","tertiary","no",1071,"no","no","cellular","yes"
"13757",34,"management","single","tertiary","no",-2,"no","no","cellular","no"
"13291",30,"blue-collar","married","secondary","no",378,"yes","no","cellular","yes"
"22746",43,"management","married","tertiary","no",240,"yes","no","cellular","yes"
"10004",40,"blue-collar","divorced","primary","no",54,"yes","no","cellular","no"
"10837",44,"management","married","secondary","no",2897,"no","no","cellular","no"
"12355",39,"management","single","tertiary","no",0,"yes","no","cellular","no"
"21110",40,"self-employed","married","tertiary","no",252,"yes","no","cellular","no"
"17463",36,"technician","divorced","tertiary","no",466,"no","no","cellular","no"
"22745",37,"technician","married","tertiary","no",127,"yes","no","cellular","yes"
"21824",46,"admin.","divorced","tertiary","no",3749,"yes","no","unknown","no"
"19552",28,"blue-collar","single","secondary","no",9,"yes","no","unknown","no"
"13680",33,"technician","single","tertiary","no",119,"no","yes","cellular","no"
"19561",46,"blue-collar","married","secondary","no",922,"yes","no","telephone","yes"
