"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindSpeed9am","Humidity9am","Pressure9am","Temp9am"
"101665",6.5,26.9,0,4,12.1,"SE",44,24,55,1017.4,14.9
"101666",13.4,24.3,0,8.2,0,"ENE",39,20,37,1003.8,19.4
"101667",15.4,25.1,0,4,8.2,"SW",39,17,80,1009.8,17.4
"101668",12.7,28.3,0,4,9.9,"SW",48,17,68,1010.1,19.4
"101669",13.2,23.7,0.2,5.6,12.7,"W",39,26,55,1008.3,18.8
"101670",7.6,24.5,0,6.8,10.4,"W",67,15,59,1006.3,17
"101671",9.1,19,2.6,8.2,9.9,"W",59,20,72,1010.1,13.2
"101672",6.2,19.8,0.4,4,7.5,"SSW",41,9,70,1018.6,13.6
"101673",5.8,20.2,0,3.6,6,"SSE",50,24,51,1019.3,15.7
"101674",11.2,24.4,0,3.6,11.3,"SSE",54,35,50,1019.7,17.6
"101675",9.9,24.8,0,6.8,13.8,"S",52,26,66,1021.6,17.4
"101676",7.9,22.7,0,7.2,11,"S",52,17,64,1019.1,16.3
"101677",13.1,20.2,0,5.8,6.6,"S",54,31,68,1016.2,16.1
"101678",11.5,19.7,0.8,3.4,5,"S",46,28,83,1017.3,14
"101679",12.1,21.1,0,5,4.7,"S",52,28,63,1022.7,14.9
"101680",13.3,22.2,0,4.4,8.7,"SSW",48,20,60,1024.6,15.8
"101681",12.5,21.5,0,6,9.6,"SSE",52,22,73,1022.2,15.7
"101682",10.8,27.3,0,5.6,11,"ESE",48,26,67,1023.8,16.9
"101683",12.7,37.6,0,6.2,12.8,"N",46,17,58,1021.8,20.9
"101684",16.2,37.9,0,10.4,7.5,"W",52,15,42,1017.8,23.6
"101685",15.9,23.5,0,10.2,6.9,"S",54,24,66,1022.5,17.3
"101686",8.7,24.2,0,4.4,12.9,"SE",39,20,56,1026.2,16.8
"101687",9.8,28.3,0,6.2,9.6,"SSW",41,7,99,1022.7,15.5
"101688",10.7,25.6,0,5.6,5,"SW",56,6,87,1019.3,17.8
"101689",13,27.3,0,4.4,12.4,"S",50,30,57,1024.4,17.5
"101690",11.4,31.9,0,6.2,3.7,"WNW",43,13,61,1017.8,20.5
"101691",17.3,34.2,1.6,4.4,12.6,"SSE",33,22,77,1017.7,22
"101692",18.7,36.7,0,9.4,3.2,"W",57,26,47,1011.7,26.8
"101693",13.4,21.6,0,6.8,2.2,"SW",39,9,89,1017.9,16.8
"101694",14.9,22.8,0,3.8,8.1,"S",43,17,66,1019.3,16.9
"101695",14.7,26.7,0,5,9.9,"S",44,28,68,1021.7,16.2
"101696",10.5,31.8,0,6,12.2,"SSW",37,19,71,1018.6,17.4
"101697",12.2,30.3,0,6.8,10.7,"S",37,26,83,1016.4,17.9
"101698",12.7,40.3,0,5.2,11.6,"W",54,17,63,1011.5,21.2
"101699",18.6,39.7,0,10.4,7.2,"NW",56,11,73,1011.3,20.8
"101700",16.4,22.5,1,8,10,"WSW",50,31,82,1015.7,18.4
"101701",6,21.9,0,6.2,12,"S",52,17,55,1022.4,15.9
"101702",8.7,24.5,0,4.2,10.9,"SE",41,22,67,1017.7,16.6
"101703",12.7,26.1,0,4,8.6,"SW",37,9,79,1012.5,16.4
"101704",11.6,26,0.2,5.2,4.2,"S",33,11,100,1011.6,14.3
"101705",14.2,32.6,0.4,4.4,4,"WNW",57,15,66,1004.2,21.1
"101706",10.3,22.5,2,6,10.1,"S",43,24,78,1014.6,16.5
"101707",5.2,25.4,0,6,5.8,"SSW",39,17,73,1017.1,12.5
"101708",8.5,23.6,0,2.2,10.1,"WSW",37,9,68,1018.5,16.6
"101709",8.9,21.7,0,6.2,4.3,"WNW",61,20,69,1016,16.1
"101710",9.4,19.4,1.8,3.8,9.2,"SW",61,35,51,1020.4,14.5
"101711",12.7,19.5,0,5.4,1.6,"SW",52,30,83,1015,15.4
"101712",13.9,22,1.8,1.6,4.9,"W",46,19,93,1012.8,16.1
"101713",14,21.5,0.4,3.2,2.8,"W",41,15,90,1012.6,15.5
"101714",12.6,20.4,0.2,3.2,4.6,"W",41,11,85,1014,16.7
"101715",3.7,22.9,0.4,3.8,9.2,"SW",37,7,74,1019.1,12.1
"101716",5.7,23.6,0,4.4,8.9,"W",50,17,70,1017.2,13.9
"101717",9.8,20.4,0.4,4.4,7.3,"SSW",39,9,94,1021.4,13.9
"101718",12.4,22.9,0,3.2,9.8,"S",37,19,53,1024.7,15
"101719",5.6,24.4,0,5.4,8.1,"W",52,19,61,1015.5,13.9
"101720",9.8,22.2,0.4,5,9.2,"S",44,19,60,1019.2,14.3
"101721",5.6,24.2,0,6,4.6,"E",33,13,76,1014.8,11.6
"101722",11.6,26.8,0,6.6,7.8,"NNW",56,24,21,1000.1,23.3
"101723",15.7,24.8,1.2,3.6,6.1,"W",41,15,93,1004.4,16.7
"101724",16,23.2,0,5.2,6.1,"W",59,31,57,1002.8,22.9
"101725",10.4,20.7,0.4,3.8,9,"SSW",43,15,55,1019.5,15.7
"101726",1.8,21.8,0,5.4,10.3,"SSW",48,7,74,1027.3,11.6
"101727",3.6,29.3,0,3.6,10.6,"NNW",52,13,79,1019.1,11.2
"101728",11.2,19.5,1,6,2.6,"SSW",56,33,84,1008.7,17.4
"101729",9.9,15.9,6.6,2.2,0.2,"SSW",35,11,74,1021.1,11.3
"101730",10.5,20.7,0,2.6,3,"NNW",57,15,57,1017.3,12.1
"101731",6,13.8,9,4,4.4,"W",72,20,77,1018.8,10.7
"101732",10.2,17.8,4.6,1.2,4.7,"SSW",41,13,76,1026.6,12.2
"101733",11,19.6,0.8,1.8,4.1,"N",31,13,92,1026.1,12.5
"101734",7.2,22.7,0,2.2,10.3,"WSW",33,15,82,1022.4,12.7
"101735",9.3,22.9,0.2,4,8.4,"WSW",30,7,100,1024.8,12.5
"101736",10.4,27.2,0.2,3.2,8.3,"WSW",31,13,99,1025.5,12.3
"101737",12,28.5,0,5.4,1.1,"W",61,22,31,1014.5,21.4
"101738",10,18.8,2.6,3.8,10.4,"S",50,22,62,1025.1,13.4
"101739",6,18.8,0,4.8,8.1,"SE",44,15,68,1026.7,11
"101740",4.9,17.6,0,2.8,3.2,"SSW",30,0,90,1020.6,11.5
"101741",6,17.3,2,0.6,3.8,"SW",33,9,95,1013.8,12.5
"101742",6.8,14,4.2,2,0.7,"WSW",35,24,96,1006.7,10.8
"101743",10.1,14.4,35.4,1.4,0.8,"S",57,30,68,1019.6,11.3
"101744",10.5,17.4,0.2,1,6,"S",35,20,77,1027.3,14.4
"101745",9.2,16.6,0.4,1.6,1.9,"SSE",35,9,86,1028.9,12.4
"101746",7.8,17,0,1.2,3.6,"SE",33,15,81,1027.8,14.1
"101747",6,20.1,0,1,6.1,"SSE",39,13,85,1022.1,12.9
"101748",8.3,18.3,0,1.8,5.4,"SE",41,20,68,1023.2,14.9
"101749",5.5,21.1,0,4,6.4,"ESE",26,17,77,1022,11.4
"101750",11.4,27.5,0.2,2.6,5.7,"NNE",48,15,72,1016.4,17
"101751",11.7,20.7,0.6,3.6,4.9,"W",39,13,98,1017.9,16.6
"101752",11.6,16.9,0.2,2.6,2.7,"S",26,11,68,1027.2,13.7
"101753",5.6,16.5,0,0.8,0,"E",22,11,79,1022.5,11.6
"101754",8.4,18.5,0,1.6,4.3,"NW",54,20,79,1013.3,14
"101755",6.8,14.7,4.2,1.8,9.4,"S",50,19,69,1031.1,10.7
"101756",1.8,16.5,0.2,2,8.3,"SSW",41,13,75,1038.8,11.3
"101757",5.8,16.7,0,1.4,5.2,"SSE",37,20,65,1034.8,14.8
"101758",8.3,18.9,0,1.2,9,"S",35,13,86,1028.2,13.7
"101759",9.8,18.8,0,1.8,2.9,"SE",30,19,86,1018.9,15.5
"101760",11.2,18.1,0,1.8,0.4,"NW",63,13,97,1005.4,13.3
"101761",3,14.5,5.8,1,3.2,"SSE",56,11,92,1010,11.6
"101762",8.7,14.9,2.8,0.8,0.6,"SW",41,20,83,1022.4,11.5
"101763",8.1,15.4,0.8,1.2,6.3,"SSW",37,15,84,1025.7,12.4
"101764",6.8,14.1,1.8,1.2,1.4,"SSE",30,4,94,1031.1,10.6
"101765",5.6,15.5,0,1.2,2.5,"ESE",28,9,79,1032.9,12.4
"101766",2.4,18.6,0.2,0.8,9.4,"SSW",22,11,86,1030.9,10.5
"101767",6.6,22.4,0.2,3.2,8.3,"NNE",33,20,65,1024.4,14.9
"101768",13.6,17.8,0.2,2.2,5.4,"WNW",57,28,64,1014.7,16.5
"101769",9.2,17.3,2.4,1.8,6,"W",30,11,96,1020.3,12.6
"101770",8.2,23.1,0,3,7.7,"N",67,24,73,1011.2,13.4
"101771",8.3,14.3,11.2,5.2,5.3,"W",81,24,89,998.7,9.1
"101772",9.1,15.3,3,2.4,5.5,"W",63,28,85,1012.8,11.8
"101773",7,14.3,4.4,1.6,6.7,"WSW",59,17,85,1021,10.9
"101774",7.9,15.6,4.4,1.2,3,"WNW",56,17,92,1019.9,12.1
"101775",10.6,16.7,2.4,1.8,3.9,"WNW",70,19,93,1013.3,13.2
"101776",11.9,14.4,20.6,2,5.9,"WSW",63,30,75,1006.6,13.1
"101777",11.4,15.7,2.2,1.4,6,"W",63,24,89,1015.3,12.9
"101778",11.1,13.3,1.2,1.8,4.9,"W",78,35,62,1014.2,12.9
"101779",5.6,12.5,4.6,2.8,6.2,"SSW",61,17,68,1028.1,9.8
"101780",7.4,14.1,1,0.6,2.9,"SW",39,19,81,1035.1,12.3
"101781",9.6,14.5,1.8,0.2,2.9,"SSW",30,11,95,1038.7,11.3
"101782",7.7,13.3,0.2,1.4,1.6,"ESE",26,15,86,1036.5,9.6
"101783",1,17.9,0,0.4,9.7,"NNW",26,9,94,1032.8,7.9
"101784",5.1,19.6,0,2,6.6,"NNE",35,15,77,1027.1,11.2
"101785",11.2,18.2,8.4,1.8,4.6,"N",33,19,94,1009.5,13.1
"101786",11.3,12.8,4,1.2,0.3,"SSW",54,33,92,1013.5,11.5
"101787",6.5,14.2,0.8,0.6,4.9,"SSW",39,9,90,1026.4,9.6
"101788",8.5,12.1,0.6,1.2,0.7,"SSE",28,11,77,1032,11.1
"101789",6.4,13.8,0,0.6,7.4,"E",26,2,78,1033.8,9.8
"101790",1.6,14.2,0,1.2,5.9,"N",26,7,95,1030.5,5.5
"101791",5,17.7,0,0.8,8.8,"N",19,9,82,1030.3,9.9
"101792",5,17.5,0,1.4,4.5,"N",26,11,82,1027.3,8.4
"101793",8.4,17.7,0.4,1,5.5,"NNW",41,20,87,1018.2,12.3
"101794",11.3,16.3,7.6,1,3.4,"NW",57,22,88,1014.4,13.3
"101795",5.7,14.2,8.4,1.2,5.9,"W",35,13,89,1021.5,9.7
"101796",7.4,14.9,0.6,0.6,4.7,"W",52,22,96,1019,10
"101797",9.8,14.3,4,1.2,3.8,"W",50,15,89,1014,11.8
"101798",1.4,12.1,2.8,1.8,7.7,"SSW",41,7,83,1027.1,7.5
"101799",0.7,12.5,0,0.8,7.1,"SSW",20,4,85,1030.5,7.3
"101800",3.1,12.4,0,1,1.9,"N",26,0,97,1025.6,7.8
"101801",5.5,14.3,2.8,1.4,2.9,"N",56,26,91,1012.6,7
"101803",10.9,17.5,0.2,0.2,5.6,"N",39,15,99,1027.8,12.9
"101804",10.2,18.1,0,2.6,6.8,"NNW",63,28,73,1020.1,12.3
"101805",12,17,0.6,2.6,5.2,"W",67,17,82,1015.5,13.6
"101806",8,12.7,4.6,1.2,6.6,"SW",46,11,71,1024.5,9.9
"101807",6.3,11.8,0.8,1.2,0,"SSE",24,0,86,1036.7,8.6
"101808",8,12.6,0,0.8,5,"ESE",26,15,80,1037.8,9.1
"101809",1.5,16.7,0,0.8,7.5,"NE",20,11,99,1033,5.3
"101810",5,17.6,0.2,0.8,6.7,"NNE",31,20,79,1027.7,11.5
"101811",10.4,15.2,0.8,1.6,0.3,"NNE",26,13,82,1026.3,11
"101812",9.2,13.1,0,0.6,0,"E",22,9,92,1023.7,10.5
"101813",10.5,14,1.6,0.8,0.2,"ESE",17,11,97,1017.4,11.4
"101814",8.4,14.1,0.8,0.8,0.2,"SSE",44,13,97,1014.9,11.5
"101815",9.9,13.1,3,0.4,2.5,"S",44,30,78,1022.4,11.6
"101816",7,11.5,1.2,0.8,2.9,"SSE",35,20,93,1027.1,8.7
"101817",4.5,11.5,0,1.2,0.9,"WSW",15,7,83,1029.2,8.2
"101818",3.7,11.7,0,1.2,9.2,"NNE",48,13,76,1027.4,6.5
"101819",6.4,12.1,0,1.8,0,"NNE",59,39,74,1017.6,8.1
"101820",7.5,16,4.8,1.4,5,"NNE",50,28,78,1013.6,10.3
"101821",8.1,12.8,1.4,1.4,3,"SW",41,9,97,1020.7,10.5
"101822",7.9,14.8,0.6,0.8,5.8,"WSW",39,11,81,1029.9,10.8
"101823",8,14,0.2,0.8,2.9,"NNW",41,15,92,1032.6,9.5
"101824",9,12.7,0,1,1.8,"N",37,17,86,1032.6,10.5
"101825",5.4,14.2,0.2,1,5.2,"SW",22,9,100,1034.6,8.3
"101826",7.6,13,0,1,0.2,"NNW",19,0,78,1033.5,10.3
"101827",7.4,14.2,0,1,5.7,"N",26,7,83,1029.9,8.3
"101828",5.4,13.4,0.4,1.2,2.2,"NNW",39,17,96,1027,8
"101829",7.7,12.7,1.6,0.8,5.4,"SW",46,20,80,1026.3,9.2
"101830",2.3,10.8,0,2.4,0,"N",30,15,78,1028.7,6.4
"101831",6.3,12.1,0.8,0,0.1,"NNW",31,22,94,1022.8,8.3
"101832",7,13.8,0.4,0.6,0.1,"N",33,22,80,1018,8.9
"101833",8.9,14.2,0.2,1.2,6,"NNW",35,17,87,1013.4,10.6
"101834",3.1,11.9,0.8,0.8,2.3,"NE",26,13,100,1021.9,8.8
"101835",8.2,13.8,0,0.6,4.1,"N",31,13,93,1024.8,8.9
"101836",5.5,15.9,0.2,1.2,3,"N",35,15,87,1023.4,9.8
"101837",7.3,14.3,1.4,1.8,3.8,"N",41,17,86,1012.8,9.2
"101838",5.8,11.2,6,1.4,4,"NNW",63,20,91,1003.3,7
"101839",3.6,12.6,11.6,2,3.3,"SW",72,24,82,1012.4,9.5
"101840",6.7,12.9,3.4,0.4,5.2,"SW",57,15,96,1017.1,9.5
"101841",6.6,9.5,3.6,1,1.8,"WSW",70,22,95,1010.9,7.3
"101842",1.5,11.5,8.2,1.2,3.1,"SE",48,13,95,1017.2,6.2
"101843",5.2,11.8,8.4,0.6,4.7,"S",48,13,96,1027.4,8.1
"101844",6,12.3,1.2,0.6,5.4,"SSW",41,17,90,1026.7,8.4
"101845",3,10.7,1.4,0.8,1.3,"ESE",20,7,91,1033,7.1
"101846",4.3,11.9,0,0.6,8.3,"NNW",28,13,72,1033.1,7.6
"101847",-0.2,10.7,0.2,1.8,8.6,"N",43,11,80,1030.6,3.4
"101848",3.4,13.2,0,2.6,0.1,"NNW",65,33,67,1018.7,8.3
"101849",7.7,14.6,1.4,2,7.9,"N",57,13,95,1016.8,9.1
"101850",3.9,15.3,0.4,1.8,9.3,"NE",35,15,94,1023.6,7.1
"101851",7.1,13.1,0.2,2,6.3,"NNW",61,22,76,1009.3,10.8
"101852",5.8,13.3,12.2,2.8,3.6,"N",61,17,85,1012.3,8.4
"101853",4.5,9.7,13.8,1.8,6.1,"W",70,30,79,1015.8,5.9
"101854",2.5,12.2,5.8,1,7.4,"W",43,11,79,1030.7,8.6
"101855",4,13.6,1.2,0.6,6.4,"W",31,13,99,1035.7,7.7
"101856",5.6,12.1,0.2,0.8,1,"N",37,13,93,1031.1,8.5
"101857",6.1,11.8,0.4,1.6,0.7,"WSW",56,28,72,1015.1,8.1
"101858",2.8,12.2,6,1.6,3.9,"N",44,15,77,1020.3,7.5
"101859",6,11.8,3.4,2.2,3.3,"WSW",52,7,81,1015.2,7
"101860",5.3,13.2,1,1.6,6.3,"WNW",74,20,87,1013,8.9
"101861",6.1,10.8,7.4,1.6,5.7,"SW",61,20,82,1021,6.4
"101862",2,12.7,0.8,1.2,5,"W",48,15,99,1023.7,5.7
"101863",5.7,11,7.2,1.4,6.7,"SW",52,20,81,1016.9,8.4
"101864",4.3,12.5,2,1,6.2,"SW",41,17,92,1023,8.9
"101865",8.5,13.5,1.6,1,2.1,"WSW",24,7,97,1027.1,10.1
"101866",7.9,12.5,0.4,0.2,1.3,"NNE",19,9,88,1026.2,9.1
"101867",5.8,16.4,0,1.2,5.6,"N",48,20,72,1017.6,10.1
"101868",8.3,14.6,7.4,3.4,6.7,"WNW",67,19,92,1006.3,11.2
"101869",5.3,13.6,3,2,3.5,"N",54,28,88,1006.1,9
"101870",6.6,13.7,9,2.2,8.2,"SSW",43,9,87,1005.4,9.9
"101871",7,14.6,1,1.2,6.6,"W",31,9,84,1020.1,10.3
"101872",8.1,15.1,0.8,1.4,1.8,"WSW",37,15,97,1025.5,10.9
"101873",2.2,14.8,0.8,0.4,6.6,"W",22,7,93,1032.5,10
"101874",6.3,15.4,0.4,2,4.7,"WNW",54,19,100,1026.4,10.1
"101875",7.9,11.3,1,2,6.4,"WSW",50,17,76,1021,9.5
"101876",1.5,10.5,0.6,1.2,4.3,"WSW",17,11,94,1024.6,6.8
"101877",2.5,13.5,0.2,0.6,7.8,"NE",35,15,79,1025.8,8.4
"101878",8.3,20.8,0.2,3.2,9,"N",69,37,60,1018.5,11.7
"101879",11,17.4,2.8,5,3.1,"N",56,19,85,1011.9,11.2
"101880",9.5,15.9,4.4,2.2,8.2,"NW",33,15,93,1015.2,12.2
"101881",4.2,14,0.4,1.4,9.1,"S",35,7,97,1020.9,9.5
"101882",3.6,11.9,0,2.2,3,"SSE",54,19,65,1026.4,9.6
"101883",2.3,14.1,0,1,9.5,"S",48,19,70,1028.8,10.7
"101884",4.9,15.5,0,1.6,4.8,"ESE",22,17,71,1025.9,12.1
"101885",4.8,14.6,0,1.8,5.2,"S",48,9,93,1023.6,10
"101886",6.6,14.2,0.6,0.8,5.2,"SSE",41,7,71,1029.1,10.7
"101887",2.4,12.8,0,3,5.3,"S",35,13,56,1030.2,10.2
"101888",4.5,12.6,1.2,0.6,1.7,"ESE",26,9,97,1027.7,8.6
"101889",-0.3,13,0.2,1,5.7,"ESE",20,9,73,1022.7,8.4
"101890",2.5,17.9,0,2,5.1,"NE",30,19,83,1015.4,7.5
"101891",7.4,12.8,0.4,1.4,0,"NNE",37,19,82,1007,11
"101892",8.4,13.6,2.6,0.8,0.6,"S",43,24,87,1017.6,12.7
"101893",6.4,13.4,0.6,0.6,4,"SW",30,7,64,1027.7,10.5
"101894",8,12.8,0,2.2,0.7,"NE",26,13,77,1025.8,10.1
"101895",6.4,13.6,0,1,0.4,"WNW",61,28,74,1014.4,10.4
"101896",6.3,12.1,16.2,1.8,5.5,"WSW",59,22,83,1020,6.8
"101897",6.8,14.7,8.6,0.4,5.6,"WSW",37,20,92,1023.3,11.7
"101898",9.3,15.2,1.2,1,6.3,"SSW",30,9,88,1030.4,11.7
"101899",1.7,16.8,0,1.8,7.7,"NW",22,7,96,1033.8,11.5
"101900",5.5,20.9,0,2.8,10.7,"N",46,26,59,1025.4,13.3
"101901",10.8,23.6,0,4,9.9,"NNW",39,20,55,1022.8,17
"101902",11.3,25.4,0,5,9,"N",50,20,49,1022.3,17.9
"101903",14.7,20.2,0,7.2,5.1,"NNW",39,26,38,1011.7,17.8
"101904",8.6,14.6,1.8,2.2,6.1,"SW",37,20,73,1017.9,11
"101905",3,14.8,0.2,1.4,4,"SW",30,11,89,1020,11.7
"101907",7.4,15.6,1.8,1.4,1.3,"WSW",22,0,96,1030.4,10.8
"101908",3.6,17.2,0,0.8,4.4,"N",30,9,94,1025,10.6
"101909",5.2,22.1,0,2.6,9.6,"N",37,11,79,1018.9,12.2
"101910",8.7,13.8,1.8,3.8,4.7,"SW",52,24,63,1020.1,10.9
"101911",5.1,13.4,2.4,2,9.1,"SSE",48,31,59,1030.6,10.9
"101912",2.6,12.4,0.4,3.2,0.3,"S",31,7,71,1038,9.3
"101913",3.5,15.2,0.2,0.4,7.2,"S",37,19,68,1036.5,12.1
"101914",1,18,1,2.4,10.6,"E",35,24,72,1035.4,11.7
"101915",3.4,20.6,0,4.6,10.8,"SW",31,13,72,1030.4,13.9
"101916",2.4,20.4,0.2,3.2,10.7,"WNW",35,17,63,1024.1,15.5
"101917",5.6,14.5,0,3,5.8,"WSW",39,26,81,1018.5,12.7
"101918",5.4,16.7,0,1.8,3.2,"SSW",33,20,68,1019,14.1
"101919",1.5,16,0,2.6,7.1,"SSW",33,15,71,1025.7,13.2
"101920",3,18.4,0,1.4,8.2,"W",37,13,66,1027.1,14.2
"101921",10.7,25.3,0,3.2,8,"NNW",41,20,86,1031.8,13.1
"101922",10.7,29.5,0,7.2,8.4,"NNW",57,26,36,1023.6,22
"101923",7.8,25.2,0,7.2,7.8,"W",44,9,85,1021.9,13.4
"101924",8.7,32.4,0,4,11.4,"NW",76,17,51,1017.3,18.4
"101925",16.6,20.7,0,12,4.6,"W",52,17,63,1012.3,18.7
"101926",3.3,17,0,3.2,10.8,"S",41,22,59,1036,11
"101927",2.3,21.8,0,3.2,9.9,"ESE",39,26,73,1035.4,10.3
"101928",8.9,29.8,0,3.8,10.7,"SSE",26,4,72,1028.7,16.8
"101929",15.4,27.8,0,5.8,6.8,"NW",37,15,67,1023.5,17.7
"101930",11.7,15.9,0,3.2,0.2,"SSW",30,11,84,1019.5,13.3
"101931",6.5,16.6,0.2,3.2,3.7,"SSW",44,13,85,1021.3,12.9
"101932",8.3,17.3,0,1.8,7.3,"SSE",35,15,62,1026.7,10
"101933",4.4,26.3,0,4,9.6,"NNW",37,13,99,1022.7,9.3
"101934",9.1,32.7,0,5.8,11,"NNW",57,26,18,1013.5,22.9
"101935",12.5,20.1,1.2,9,9,"NW",31,11,77,1020.4,15
"101936",3.6,19.6,0.2,4.6,12,"W",33,15,67,1027.1,12.6
"101937",4.4,21.8,0,3.4,10.3,"S",37,11,95,1029.8,11.7
"101938",5.4,31.4,0,4.2,10.8,"NNW",46,15,66,1022.6,15.6
"101939",15.5,31.4,0,6,3.4,"W",44,9,55,1013,19.8
"101940",7.5,17.1,0.4,3.8,3.7,"SSE",54,31,97,1016.2,12.8
"101941",9.3,16.3,0.2,3.8,2.8,"S",41,26,56,1023.9,12.3
"101942",8.8,18.1,0,3.4,7,"S",35,15,56,1024.9,11.8
"101943",2.9,23.7,0,3.8,10.8,"ENE",28,13,66,1022,12.1
"101944",11.6,28.2,0,5,5.7,"NW",59,24,24,1011,22.5
"101945",11.2,17.8,1,5.4,9.3,"SE",56,31,91,1023.4,12
"101946",6.8,24.8,0.4,4,12.3,"ESE",48,31,49,1026.7,14.1
"101947",7.1,28.6,0,6.6,10.1,"NNW",43,22,42,1019.6,20.2
"101948",8.3,27.1,0,6.4,11.7,"S",37,13,67,1021.4,17
"101949",11.8,24.8,0,6.2,0.3,"ESE",46,13,75,1017.6,15.7
"101950",14.2,26,0,3.6,12,"WNW",43,17,51,1011.3,20
"101951",12,18.3,0,6.6,1.8,"WNW",37,19,73,1010.7,14.9
"101952",11.6,17.1,2.6,1,1.1,"S",37,20,97,1014.8,12.1
"101953",5.4,19.9,0.4,3.2,4.1,"ESE",43,31,53,1019.9,11.8
"101954",10.4,19.6,0,4,0.8,"NE",33,17,76,1011.5,14.3
"101955",13.1,23.6,10.4,0.4,1.1,"WSW",33,11,97,1004.3,17
"101956",12.4,16.5,1.6,1.8,3.7,"WSW",39,17,96,1013.3,12.6
"101957",6.9,20.6,0,4.4,10.7,"SSE",35,15,59,1021.4,14.1
"101958",6.7,31.7,0.2,4,11.9,"NNW",30,17,55,1020.3,17.3
"101959",15.8,34,0,7.2,8,"W",52,28,24,1015,24.8
"101960",12.6,19.1,0.8,6.8,6.2,"SSE",46,26,94,1020.4,13.3
"101961",6,21.9,1.4,2.8,11.2,"ESE",41,30,61,1022.1,12.6
"101962",9.1,22.6,0,4.4,10.3,"S",41,13,82,1016.4,16.8
"101963",11.7,20.2,0,6.2,8.3,"SSW",41,22,70,1019.7,14.2
"101964",6,20.1,0,3.4,5.7,"S",44,22,71,1020.9,14.8
"101965",8.9,21,0,4.8,10,"SSE",44,20,56,1023.3,14.5
"101966",6.7,27.5,0,4.4,12.4,"NW",44,11,72,1017.8,15.4
"101967",7.6,29.5,0,8,13.2,"WNW",57,17,32,1012,22.6
"101968",6.8,35.4,0,7.8,8.8,"WNW",44,13,100,1013.7,12.5
"101969",12.5,24.7,1,7.4,3.3,"WSW",37,2,87,1014.3,16.9
"101970",12.7,20.5,0.4,4,5.7,"W",52,13,82,1014.5,15.5
"101971",10,17.4,0,4.2,1.3,"SSW",39,19,51,1024.8,13.8
"101972",10.6,19.2,0,3.2,4,"W",46,20,60,1021.1,15.7
"101973",11.9,20.1,0,3.6,3.5,"W",41,24,52,1018.8,15.8
"101974",11.4,22.2,0,3.6,8.7,"WNW",50,19,58,1016.8,15.6
"101975",10.4,28.2,0,6.8,1.9,"NW",74,24,33,1000.8,20.8
"101976",6.8,15.7,4.2,5.2,13.3,"WSW",65,28,58,1011.1,11.5
"101977",5.4,17.3,0.2,5.2,0.6,"W",43,13,75,1018.7,12.8
"101978",9.9,17.8,0,3.6,0.3,"W",30,17,67,1018.9,14.4
"101979",10.1,21.6,0,2.6,10.3,"SSW",37,13,57,1016.4,14.6
"101980",6,32.1,0,4.4,8.5,"W",61,22,41,1004.8,18.4
"101981",6.8,16.7,2.4,6,8,"WSW",70,22,92,1008.4,11.6
"101982",4.1,17.8,1,4.2,11.7,"WSW",50,26,44,1023.8,14.6
"101983",9.2,23.7,0,4.8,10.5,"S",41,7,65,1028.6,14.6
"101984",8.1,33.2,0,4.8,11.9,"SSW",41,15,55,1022.4,19.6
"101985",13.6,36.5,0,7.8,9.9,"SSE",41,17,51,1017.9,21.8
"101986",17.5,31.7,0,10.4,2,"S",33,19,50,1015,19.2
"101987",18,35.3,0,5,0.6,"ENE",57,17,55,1010.4,23.4
"101988",19.2,26.5,0,10.2,12,"WNW",74,26,40,1006.3,23.7
"101989",14.5,21.7,0.2,7.8,8.4,"W",43,26,72,1015.7,16.1
"101990",8.2,24.8,0,5.6,10.7,"W",50,13,62,1015.6,16.2
"101991",8.6,17.5,1.4,6.4,8.1,"SW",61,28,75,1012.6,14
"101992",6.8,20,0,5.6,6.6,"SW",37,17,48,1020.1,14
"101993",4.2,24.5,0,4,12.9,"SSE",41,6,56,1015.8,15.6
"101994",5,28.8,0,6,10.4,"SSW",35,13,59,1015.2,18.7
"101995",12.6,33.4,0,6.8,12.6,"S",35,9,40,1014.7,23
"101996",11,35.2,0,8.4,13.4,"S",37,11,48,1016.1,22.6
"101997",10.5,37.3,0,8.2,13.6,"SW",39,9,45,1013.1,24.5
"101998",13.5,32.4,0,9.8,10.7,"SSE",37,22,77,1011.5,18.3
"101999",13.1,42.8,0,6.6,9.3,"W",72,26,24,1003.7,32.3
"102000",19,22.5,0,13.8,6.7,"W",61,31,73,1005,19.2
"102001",12.4,21.4,1,5.8,10.2,"SSE",67,20,48,1022.5,16.8
"102002",6.2,24.6,0.2,5.4,13.4,"S",43,28,49,1023.6,16.8
"102003",8.1,28.6,0,6.8,13.6,"SSE",43,20,63,1018.6,20.1
"102004",9.5,37.3,0,8,13.6,"N",50,24,39,1013.2,24.6
"102005",20.5,38.1,0,13.8,7.1,"N",70,35,18,1004.4,29.9
"102006",11,20,5.6,11.8,11.5,"SSW",57,28,60,1010.8,15.2
"102007",6.1,22,0,4.6,11.2,"SSW",39,15,50,1024.5,17
"102008",7,25.3,0,5.6,13.6,"SSW",44,17,53,1026.6,17.1
"102009",8.2,31.3,0,6.6,13.6,"SW",41,15,51,1022.9,18.3
